"lastname","firstname","articleNum","birthDate","birthMonth","birthDay","zodiac"
"Boudreaux","Donald J",0,"1958-01-01","1","1","Capricorn"
"Bouley","David",10,"1953-05-27","5","27","Gemini"
"Boulez","Pierre",35,"1925-03-26","3","26","Aries"
"Boulud","Daniel",21,"1955-03-25","3","25","Aries"
"Bourgeois","Louise",15,"1911-12-25","12","25","Capricorn"
"Bourne","Matthew",9,"1960-01-13","1","13","Capricorn"
"Bourque","Ray",0,"1960-12-28","12","28","Capricorn"
"Bouteflika","Abdelaziz",1,"1937-03-02","3","2","Pisces"
"Bouton","Jim",2,"1939-03-08","3","8","Pisces"
"Boutros-Ghali","Boutros",1,"1922-11-14","11","14","Scorpio"
"Bowden","Bobby",25,"1929-11-08","11","8","Scorpio"
"Bowe","Riddick",1,"1967-08-10","8","10","Leo"
"Bowen","William G",1,"1933-10-06","10","6","Libra"
"Bowie","David",10,"1947-01-08","1","8","Capricorn"
"Bowles","Erskine B",0,"1945-08-08","8","8","Leo"
"Bowman","Scotty",0,"1933-09-18","9","18","Virgo"
"Boxer","Barbara",27,"1940-11-11","11","11","Scorpio"
"Boyle","Danny",14,"1956-10-20","10","20","Libra"
"Boyle","T Coraghessan",12,"1948-12-02","12","2","Sagittarius"
"Bracco","Lorraine",2,"1954-10-02","10","2","Libra"
"Bradbury","Ray",8,"1920-08-22","8","22","Leo"
"Bradley","Bill",6,"1943-07-28","7","28","Leo"
"Brady","James S",0,"1940-08-29","8","29","Virgo"
"Brady","Tom",80,"1977-08-03","8","3","Leo"
"Brafman","Benjamin",7,"1948-07-21","7","21","Cancer"
"Bragman","Michael J",0,"1940-08-11","8","11","Leo"
"Brahimi","Lakhdar",3,"1934-01-01","1","1","Capricorn"
"Brahms","Johannes",2,"1833-05-07","5","7","Taurus"
"Branagh","Kenneth",9,"1960-12-10","12","10","Sagittarius"
"Branca","Ralph",4,"1926-01-06","1","6","Capricorn"
"Brand","Elton",7,"1979-03-11","3","11","Pisces"
"Brand","Myles",15,"1942-05-17","5","17","Taurus"
"Brando","Marlon",23,"1924-04-03","4","3","Aries"
"Branson","Richard",35,"1950-07-18","7","18","Cancer"
"Brantley","Ben",2,"1954-10-26","10","26","Scorpio"
"Bratton","William J",10,"1947-10-06","10","6","Libra"
"Braunstein","Peter",22,"1964-01-26","1","26","Aquarius"
"Brawley","Tawana",0,"1972-01-01","1","1","Capricorn"
"Breaux","John B",5,"1944-03-01","3","1","Pisces"
"Brecht","Bertolt",20,"1898-02-10","2","10","Aquarius"
"Breeden","Richard C",7,"1949-12-06","12","6","Sagittarius"
"Bremer","L Paul III",30,"1941-09-30","9","30","Libra"
"Brendel","Alfred",8,"1931-01-05","1","5","Capricorn"
"Brennan","Robert E",0,"1944-01-01","1","1","Capricorn"
"Breslin","Jimmy",10,"1930-10-17","10","17","Libra"
"Breyer","Stephen G",20,"1938-08-15","8","15","Leo"
"Bridges","Jeff",14,"1949-12-04","12","4","Sagittarius"
"Briggs","Shannon",2,"1971-12-04","12","4","Sagittarius"
"Brin","Sergey",21,"1973-08-21","8","21","Leo"
"Brinkema","Leonie M",7,"1944-06-26","6","26","Cancer"
"Brinkley","David",0,"1920-07-10","7","10","Cancer"
"Brinkley","Douglas",6,"1960-12-14","12","14","Sagittarius"
"Britten","Benjamin",27,"1913-11-22","11","22","Scorpio"
"Broad","Eli",34,"1933-06-06","6","6","Gemini"
"Broad","William J",0,"1951-03-07","3","7","Pisces"
"Brock","David",0,"1962-11-02","11","2","Scorpio"
"Broderick","Matthew",29,"1962-03-21","3","21","Aries"
"Brodeur","Martin",54,"1972-05-06","5","6","Taurus"
"Brodsky","Joseph",3,"1940-05-24","5","24","Gemini"
"Brodsky","Richard L",51,"1946-11-18","11","18","Scorpio"
"Brody","Adrien",10,"1973-04-14","4","14","Aries"
"Brody","Jane E",0,"1941-05-19","5","19","Taurus"
"Brokaw","Mark",11,"NA","NA","NA","NA"
"Brokaw","Tom",36,"1940-02-06","2","6","Aquarius"
"Bronfman","Yefim",12,"1958-04-10","4","10","Aries"
"Bronner","Ethan",2,"1954-01-01","1","1","Capricorn"
"Brook","Peter",6,"1925-03-21","3","21","Aries"
"Brookhiser","Richard",3,"1955-02-23","2","23","Pisces"
"Brookner","Anita",2,"1928-07-16","7","16","Cancer"
"Brooks","Albert",5,"1947-07-22","7","22","Cancer"
"Brooks","Garth",4,"1962-02-07","2","7","Aquarius"
"Brooks","Herb",2,"1937-08-05","8","5","Leo"
"Brooks","Mel",19,"1926-06-28","6","28","Cancer"
"Brosius","Scott",0,"1966-08-15","8","15","Leo"
"Brosnan","Pierce",7,"1953-05-16","5","16","Taurus"
"Broussard","Chris",0,"1968-10-28","10","28","Scorpio"
"Brown","Blair",4,"1947-04-23","4","23","Taurus"
"Brown","Dan",35,"1964-06-22","6","22","Cancer"
"Brown","David M",0,"1956-04-16","4","16","Aries"
"Brown","Gordon",211,"1951-02-20","2","20","Pisces"
"Brown","James",31,"1933-05-03","5","3","Taurus"
"Brown","Janice Rogers",0,"1949-05-11","5","11","Taurus"
"Brown","Jason Robert",9,"1970-06-20","6","20","Gemini"
"Brown","Lee P",0,"1937-10-04","10","4","Libra"
"Brown","Nixzmary",61,"NA","NA","NA","NA"
"Brown","Tina",15,"1953-11-21","11","21","Scorpio"
"Brown","Trisha",20,"1936-11-25","11","25","Sagittarius"
"Brownback","Sam",31,"1956-09-12","9","12","Virgo"
"Browner","Carol M",9,"1955-12-16","12","16","Sagittarius"
"Bruce","Lenny",5,"1925-10-13","10","13","Libra"
"Bruckheimer","Jerry",16,"1943-09-21","9","21","Virgo"
"Bruckner","D J R",0,"1933-11-26","11","26","Sagittarius"
"Bruguera","Sergi",0,"1971-01-16","1","16","Capricorn"
"Brundtland","Gro Harlem",1,"1939-04-20","4","20","Aries"
"Brunell","Mark",5,"1970-09-17","9","17","Virgo"
"Bruni","Frank",12,"1964-10-31","10","31","Scorpio"
"Bruno","Joseph L",217,"1929-04-08","4","8","Aries"
"Brustein","Robert",1,"1927-04-21","4","21","Taurus"
"Bruton","John",2,"1947-05-18","5","18","Taurus"
"Bryant","Kobe",123,"1978-08-23","8","23","Virgo"
"Bryson","Bill",2,"1951-12-08","12","8","Sagittarius"
"Brzezinski","Zbigniew",8,"1928-03-28","3","28","Aries"
"Buchanan","Patrick J",8,"1938-11-02","11","2","Scorpio"
"Buchwald","Art",4,"1925-10-20","10","20","Libra"
"Buckley","Betty",9,"1947-07-03","7","3","Cancer"
"Buckley","Christopher",21,"NA","NA","NA","NA"
"Budig","Gene",0,"1939-05-25","5","25","Gemini"
"Buffett","Jimmy",8,"1946-12-25","12","25","Capricorn"
"Buffett","Warren E",141,"1930-08-30","8","30","Virgo"
"Bullock","Sandra",18,"1964-07-26","7","26","Leo"
"Bumiller","Elisabeth",3,"1956-05-15","5","15","Taurus"
"Bumpers","Dale",0,"1925-08-12","8","12","Leo"
"Bunning","Jim",14,"1931-10-23","10","23","Libra"
"Bure","Pavel",0,"1971-03-31","3","31","Aries"
"Burk","Martha",3,"1941-10-18","10","18","Libra"
"Burke","James Lee",9,"1936-12-05","12","5","Sagittarius"
"Burnett","Carol",5,"1933-04-26","4","26","Taurus"
"Burnett","Mark",21,"1960-07-17","7","17","Cancer"
"Burnitz","Jeromy",1,"1969-04-15","4","15","Aries"
"Burns","Conrad",19,"1935-01-25","1","25","Aquarius"
"Burns","Edward",3,"1968-01-29","1","29","Aquarius"
"Burns","George",1,"1896-01-20","1","20","Capricorn"
"Burns","John F",6,"1944-10-04","10","4","Libra"
"Burns","Ken",13,"1953-07-29","7","29","Leo"
"Burns","Ric",4,"1955-01-01","1","1","Capricorn"
"Burr","Aaron",3,"1756-02-06","2","6","Aquarius"
"Burrell","Garland Jr",0,"1947-01-01","1","1","Capricorn"
"Burress","Plaxico",115,"1977-08-12","8","12","Leo"
"Burris","Roland W",25,"1937-08-03","8","3","Leo"
"Burroughs","William S",5,"1914-02-05","2","5","Aquarius"
"Burstyn","Ellen",8,"1932-12-07","12","7","Sagittarius"
"Burton","Dan",3,"1938-06-21","6","21","Gemini"
"Burton","Jeff",14,"NA","NA","NA","NA"
"Burton","Tim",25,"1958-08-25","8","25","Virgo"
"Buruma","Ian",7,"1951-12-28","12","28","Capricorn"
"Buscemi","Steve",12,"1957-12-13","12","13","Sagittarius"
"Busch","Charles",10,"1954-08-23","8","23","Virgo"
"Busch","Gidone",2,"NA","NA","NA","NA"
"Busch","Kurt",39,"1978-08-04","8","4","Leo"
"Bush","Barbara",7,"1925-06-08","6","8","Gemini"
"Bush","George",66,"1924-06-12","6","12","Gemini"
"Bush","George W",5227,"1946-07-06","7","6","Cancer"
"Bush","Jeb",47,"1953-02-11","2","11","Aquarius"
"Bush","Jenna",11,"1981-11-25","11","25","Sagittarius"
"Bush","Laura",78,"1946-11-04","11","4","Scorpio"
"Bush","Neil",0,"1955-01-22","1","22","Aquarius"
"Bushnell","Candace",16,"1958-12-01","12","1","Sagittarius"
"Bustamante","Cruz",2,"1953-01-04","1","4","Capricorn"
"Butterfield","Fox",1,"1939-01-01","1","1","Capricorn"
"Buyoya","Pierre",0,"1949-11-24","11","24","Sagittarius"
"Byatt","A S",3,"1936-08-24","8","24","Virgo"
"Byrd","Robert C",14,"1917-11-20","11","20","Scorpio"
"Byrne","David",20,"1952-05-14","5","14","Taurus"
"Byrne","Gabriel",15,"1950-05-12","5","12","Taurus"
"Byrne","Robert",6,"NA","NA","NA","NA"
"bin al-Shibh","Ramzi",6,"1972-05-01","5","1","Taurus"
"Cabrera","Melky",29,"1984-08-11","8","11","Leo"
"Caesar","Sid",5,"1922-09-08","9","8","Virgo"
"Cage","John",22,"1912-09-05","9","5","Virgo"
"Cage","Nicolas",18,"1964-01-07","1","7","Capricorn"
"Caine","Michael",12,"1933-03-14","3","14","Pisces"
"Calame","Byron",14,"1939-04-14","4","14","Aries"
"Calatrava","Santiago",26,"1951-07-28","7","28","Leo"
"Calcavecchia","Mark",0,"1960-06-12","6","12","Gemini"
"Calder","Alexander",6,"1898-07-22","7","22","Cancer"
"Calderon","Felipe",107,"1962-08-18","8","18","Leo"
"Calhoun","Jim",32,"1942-05-10","5","10","Taurus"
"Calipari","John",31,"1959-02-10","2","10","Aquarius"
"Callas","Maria",5,"1923-12-02","12","2","Sagittarius"
"Callaway","Ann Hampton",4,"1958-05-30","5","30","Gemini"
"Camacho","Hector",0,"1962-05-24","5","24","Gemini"
"Camby","Marcus",3,"1974-03-22","3","22","Aries"
"Camdessus","Michel",0,"1933-05-01","5","1","Taurus"
"Cameron","David",63,"1966-10-09","10","9","Libra"
"Cameron","James",35,"1954-08-16","8","16","Leo"
"Cameron","Mike",20,"1973-01-08","1","8","Capricorn"
"Campbell","Ben Nighthorse",0,"1933-04-13","4","13","Aries"
"Campion","Jane",9,"1954-04-30","4","30","Taurus"
"Camus","Albert",7,"1913-11-07","11","7","Scorpio"
"Canada","Geoffrey",4,"1952-01-13","1","13","Capricorn"
"Canady","Charles T",0,"1954-06-22","6","22","Cancer"
"Cano","Robinson",36,"1982-10-22","10","22","Libra"
"Canseco","Jose",42,"1964-07-02","7","2","Cancer"
"Cantwell","Maria",7,"1958-10-13","10","13","Libra"
"Cantwell","Mary",1,"1930-01-01","1","1","Capricorn"
"Capellas","Michael D",1,"1955-08-19","8","19","Leo"
"Capote","Truman",23,"1924-09-30","9","30","Libra"
"Capriati","Jennifer",8,"1976-03-29","3","29","Aries"
"Caputo","Philip",4,"1941-06-10","6","10","Gemini"
"Caravaggio","NA",7,"1571-09-29","9","29","Libra"
"Caray","Harry",3,"1914-03-01","3","1","Pisces"
"Card","Andrew H Jr",8,"1947-05-10","5","10","Taurus"
"Cardenas","Cuauhtemoc",0,"1934-05-01","5","1","Taurus"
"Cardinale","Gerald",2,"1934-02-27","2","27","Pisces"
"Cardoso","Fernando Henrique",1,"1931-06-18","6","18","Gemini"
"Carell","Steve",25,"1962-08-16","8","16","Leo"
"Carey","Benedict",0,"1960-03-03","3","3","Pisces"
"Carey","Hugh L",7,"1919-04-11","4","11","Aries"
"Carey","Mariah",20,"1969-03-27","3","27","Aries"
"Carlesimo","P J",3,"1949-05-30","5","30","Gemini"
"Carlin","George",17,"1937-05-12","5","12","Taurus"
"Carlson","Tucker",3,"1969-05-16","5","16","Taurus"
"Carnahan","Jean",0,"1933-12-20","12","20","Sagittarius"
"Carnahan","Mel",0,"1934-02-11","2","11","Aquarius"
"Carnegie","Andrew",11,"1835-11-25","11","25","Sagittarius"
"Caro","Robert A",0,"1935-10-30","10","30","Scorpio"
"Carollo","Joe",0,"1955-03-11","3","11","Pisces"
"Carper","Thomas R",2,"1947-01-23","1","23","Aquarius"
"Carr","Caleb",3,"1955-08-02","8","2","Leo"
"Carr","David",20,"1979-07-21","7","21","Cancer"
"Carreras","Jose",1,"1946-12-05","12","5","Sagittarius"
"Carrey","Jim",16,"1962-01-17","1","17","Capricorn"
"Carruth","Rae",0,"1974-01-20","1","20","Capricorn"
"Carson","Johnny",23,"1925-10-23","10","23","Libra"
"Carter","Benny",1,"1907-08-08","8","8","Leo"
"Carter","Elliott",41,"1908-12-11","12","11","Sagittarius"
"Carter","Graydon",14,"1949-07-14","7","14","Cancer"
"Carter","Jimmy",96,"1924-10-01","10","1","Libra"
"Carter","Quincy",13,"1977-10-13","10","13","Libra"
"Carter","Rosalynn",0,"1927-08-18","8","18","Leo"
"Carter","Rubin",0,"1937-05-06","5","6","Taurus"
"Carter","Stephen L",5,"1954-10-26","10","26","Scorpio"
"Carter","Vince",150,"1977-01-26","1","26","Aquarius"
"Cartier-Bresson","Henri",12,"1908-08-22","8","22","Leo"
"Carty","Donald J",1,"1946-01-01","1","1","Capricorn"
"Caruso","David",2,"1956-01-07","1","7","Capricorn"
"Caruso","Enrico",1,"1873-02-25","2","25","Pisces"
"Carver","Raymond",9,"1938-05-25","5","25","Gemini"
"Carville","James",14,"1944-10-25","10","25","Scorpio"
"Case","Stephen M",7,"1958-08-21","8","21","Leo"
"Casey","Don",0,"NA","NA","NA","NA"
"Cash","Johnny",24,"1930-02-26","2","26","Pisces"
"Cashman","Brian",96,"1967-07-03","7","3","Cancer"
"Cassatt","Mary",4,"1844-05-22","5","22","Gemini"
"Cassell","Sam",1,"1969-11-18","11","18","Scorpio"
"Castaneda","Jorge G",3,"NA","NA","NA","NA"
"Castelli","Leo",7,"1907-09-04","9","4","Virgo"
"Castle","Michael N",3,"1939-07-02","7","2","Cancer"
"Castro","Bernadette",0,"1944-01-01","1","1","Capricorn"
"Castro","Fidel",116,"1926-08-13","8","13","Leo"
"Castroneves","Helio",8,"1975-05-10","5","10","Taurus"
"Cather","Willa",3,"1873-12-07","12","7","Sagittarius"
"Cato","Gavin",0,"NA","NA","NA","NA"
"Causey","Richard A",5,"1960-01-09","1","9","Capricorn"
"Cavallo","Domingo",0,"1946-07-21","7","21","Cancer"
"Cavett","Dick",6,"1936-11-19","11","19","Scorpio"
"Cayard","Paul",2,"1959-05-19","5","19","Taurus"
"Cayne","James E",17,"1934-02-14","2","14","Aquarius"
"Ceausescu","Nicolae",7,"1918-01-26","1","26","Aquarius"
"Cedarbaum","Miriam Goldman",2,"1929-09-16","9","16","Virgo"
"Cedeno","Roger",0,"1974-08-16","8","16","Leo"
"Cellucci","Paul",0,"1948-04-24","4","24","Taurus"
"Chabon","Michael",23,"1963-05-24","5","24","Gemini"
"Chabrol","Claude",9,"1930-06-24","6","24","Cancer"
"Chafee","John H",0,"1922-10-22","10","22","Libra"
"Chafee","Lincoln",19,"1953-03-26","3","26","Aries"
"Chagall","Marc",7,"1887-07-07","7","7","Cancer"
"Chailly","Riccardo",7,"1953-02-20","2","20","Pisces"
"Chalabi","Ahmad",25,"1944-10-30","10","30","Scorpio"
"Chalayan","Hussein",9,"1970-08-12","8","12","Leo"
"Chalfant","Kathleen",7,"1945-01-14","1","14","Capricorn"
"Chamberlain","Joba",83,"1985-09-23","9","23","Virgo"
"Chamberlain","Wilt",10,"1936-08-21","8","21","Leo"
"Chambliss","Chris",0,"1948-12-26","12","26","Capricorn"
"Chambliss","Saxby",7,"1943-11-10","11","10","Scorpio"
"Chan","Jackie",8,"1954-04-07","4","7","Aries"
"Chan","Sewell",1,"1977-01-01","1","1","Capricorn"
"Chandler","Raymond",6,"1888-07-23","7","23","Leo"
"Chaney","Don",0,"1946-03-22","3","22","Aries"
"Chaney","James",6,"1943-05-30","5","30","Gemini"
"Chang","Michael",2,"1972-02-22","2","22","Pisces"
"Channing","Carol",6,"1921-01-31","1","31","Aquarius"
"Channing","Stockard",4,"1944-02-13","2","13","Aquarius"
"Chao","Elaine L",6,"1953-03-26","3","26","Aries"
"Chaplin","Charlie",11,"1889-04-16","4","16","Aries"
"Charles","Ray",20,"1930-09-23","9","23","Virgo"
"Charyn","Jerome",3,"1937-05-13","5","13","Taurus"
"Chase","Chevy",9,"1942-09-10","9","10","Virgo"
"Chass","Murray",18,"1938-10-12","10","12","Libra"
"Chaudhry","Iftikhar Muhammad",45,"1948-12-12","12","12","Sagittarius"
"Chavez","Julio Cesar",0,"1962-07-12","7","12","Cancer"
"Chavez","Linda",2,"1947-06-17","6","17","Gemini"
"Chavis","Benjamin F Jr",0,"1948-01-22","1","22","Aquarius"
"Chawla","Kalpana",0,"1962-03-17","3","17","Pisces"
"Cheadle","Don",26,"1964-11-29","11","29","Sagittarius"
"Checketts","Dave",8,"1956-01-01","1","1","Capricorn"
"Cheever","Benjamin",1,"1948-10-08","10","8","Libra"
"Cheever","John",9,"1912-05-27","5","27","Gemini"
"Cheever","Susan",2,"1943-07-31","7","31","Leo"
"Chekhov","Anton",24,"1860-01-29","1","29","Aquarius"
"Chen Shui-Bian","NA",30,"1950-10-12","10","12","Libra"
"Cheney","Dick",485,"1941-01-30","1","30","Aquarius"
"Cheney","Lynne V",9,"1941-08-14","8","14","Leo"
"Chenoweth","Kristin",13,"1968-07-24","7","24","Leo"
"Cher","NA",5,"1946-05-20","5","20","Taurus"
"Chernin","Peter",10,"1951-05-29","5","29","Gemini"
"Chernomyrdin","Viktor S",0,"1938-04-09","4","9","Aries"
"Chernow","Ron",5,"1949-03-03","3","3","Pisces"
"Cherry","Bobby Frank",1,"1930-06-20","6","20","Gemini"
"Chertoff","Michael",95,"1953-11-28","11","28","Sagittarius"
"Chestnut","Jacob J",0,"1940-04-28","4","28","Taurus"
"Chiat","Jay",0,"1931-10-25","10","25","Scorpio"
"Child","Julia",21,"1912-08-15","8","15","Leo"
"Child","Lee",12,"1954-10-29","10","29","Scorpio"
"Childs","David M",14,"1941-04-01","4","1","Aries"
"Chiles","Lawton",1,"1930-04-03","4","3","Aries"
"Chiluba","Frederick",3,"1943-04-30","4","30","Taurus"
"Chin","Denny",12,"1954-01-01","1","1","Capricorn"
"Chirac","Jacques",93,"1932-11-29","11","29","Sagittarius"
"Chivers","C J",2,"1964-01-01","1","1","Capricorn"
"Cho","Margaret",8,"1968-12-05","12","5","Sagittarius"
"Cho","Seung-Hui",27,"1984-01-18","1","18","Capricorn"
"Choate","Pat",2,"1941-04-27","4","27","Taurus"
"Chomsky","Noam",8,"1928-12-07","12","7","Sagittarius"
"Chopin","Frederic",10,"1810-03-01","3","1","Pisces"
"Chrebet","Wayne",14,"1973-08-14","8","14","Leo"
"Chretien","Jean",2,"1934-01-11","1","11","Capricorn"
"Christie","Agatha",6,"1890-09-15","9","15","Virgo"
"Christie","Christopher J",113,"1962-09-06","9","6","Virgo"
"Christie","Linford",0,"1960-04-02","4","2","Aries"
"Christo","NA",24,"NA","NA","NA","NA"
"Christopher","Nicholas",1,"1951-01-01","1","1","Capricorn"
"Christopher","Warren M",3,"1925-10-27","10","27","Scorpio"
"Chu","Steven",26,"1948-02-28","2","28","Pisces"
"Chubais","Anatoly B",2,"1955-06-16","6","16","Gemini"
"Chung","Connie",2,"1946-08-20","8","20","Leo"
"Chung","Johnny",0,"1955-01-01","1","1","Capricorn"
"Churchill","Caryl",14,"1938-09-03","9","3","Virgo"
"Churchill","Winston Leonard Spencer",25,"1874-11-30","11","30","Sagittarius"
"Ciampi","Carlo Azeglio",1,"1920-12-09","12","9","Sagittarius"
"Cianci","Vincent Jr",0,"1941-04-30","4","30","Taurus"
"Ciller","Tansu",0,"1946-05-24","5","24","Gemini"
"Cink","Stewart",16,"1973-05-21","5","21","Gemini"
"Cipel","Golan",2,"1968-01-01","1","1","Capricorn"
"Cipollini","Mario",0,"1967-03-22","3","22","Aries"
"Cisneros","Henry G",5,"1947-06-11","6","11","Gemini"
"Claiborne","Craig",5,"1920-09-04","9","4","Virgo"
"Clancy","Tom",2,"1947-04-12","4","12","Aries"
"Clapton","Eric",13,"1945-03-30","3","30","Aries"
"Clarett","Maurice",13,"1983-10-29","10","29","Scorpio"
"Clark","Dick",8,"1929-11-30","11","30","Sagittarius"
"Clark","Laurel Salton",0,"1961-03-10","3","10","Pisces"
"Clark","Mary Ellen",0,"1962-12-25","12","25","Capricorn"
"Clark","Mary Higgins",4,"1927-12-24","12","24","Capricorn"
"Clark","Wesley K",15,"1944-12-23","12","23","Capricorn"
"Clarke","Arthur C",6,"1917-12-16","12","16","Sagittarius"
"Clarke","Richard A",19,"1950-10-27","10","27","Scorpio"
"Clarkson","Kelly",14,"1982-04-24","4","24","Taurus"
"Claybrook","Joan",4,"1937-06-12","6","12","Gemini"
"Cleland","Max",2,"1942-08-24","8","24","Virgo"
"Clemens","Roger",253,"1962-08-04","8","4","Leo"
"Clemens","Samuel Langhorne",23,"1835-11-30","11","30","Sagittarius"
"Cliburn","Van",3,"1934-07-12","7","12","Cancer"
"Clijsters","Kim",45,"1983-06-08","6","8","Gemini"
"Clinton","Bill",415,"1946-08-19","8","19","Leo"
"Clinton","Chelsea",12,"1980-02-27","2","27","Pisces"
"Clinton","Hillary Rodham",1641,"1947-10-26","10","26","Scorpio"
"Clooney","George",57,"1961-05-06","5","6","Taurus"
"Clooney","Rosemary",3,"1928-05-23","5","23","Gemini"
"Close","Chuck",10,"1940-07-05","7","5","Cancer"
"Close","Glenn",21,"1947-03-19","3","19","Pisces"
"Cobain","Kurt",18,"1967-02-20","2","20","Pisces"
"Cobb","Ty",1,"1886-12-18","12","18","Sagittarius"
"Coburn","Tom",27,"1948-03-14","3","14","Pisces"
"Cochran","Johnnie L Jr",3,"1937-10-02","10","2","Libra"
"Cochran","Thad",3,"1937-12-07","12","7","Sagittarius"
"Cocteau","Jean",3,"1889-07-05","7","5","Cancer"
"Codey","Richard J",133,"1946-11-27","11","27","Sagittarius"
"Coelho","Tony",3,"1942-06-15","6","15","Gemini"
"Coetzee","J M",12,"1940-02-09","2","9","Aquarius"
"Coetzer","Amanda",0,"1971-10-22","10","22","Libra"
"Cohen","Abby Joseph",0,"1952-01-01","1","1","Capricorn"
"Cohen","Adam",8,"NA","NA","NA","NA"
"Cohen","Leonard",15,"1934-09-21","9","21","Virgo"
"Cohen","Roger",17,"1955-08-02","8","2","Leo"
"Cohen","Sasha",29,"1984-10-26","10","26","Scorpio"
"Cohen","William S",2,"1940-08-28","8","28","Virgo"
"Colangelo","Jerry",5,"1939-11-20","11","20","Scorpio"
"Colbert","Stephen",46,"1964-05-13","5","13","Taurus"
"Colby","William E",1,"1920-01-04","1","4","Capricorn"
"Coleman","Cy",9,"1929-06-14","6","14","Gemini"
"Coleman","Derrick",1,"1967-06-21","6","21","Gemini"
"Coleman","Norm",28,"1949-08-17","8","17","Leo"
"Coleman","Ornette",11,"1930-03-09","3","9","Pisces"
"Coles","Laveranues",37,"1977-12-29","12","29","Capricorn"
"Coles","Robert",1,"1929-10-12","10","12","Libra"
"Colicchio","Tom",15,"1962-08-15","8","15","Leo"
"Collins","Joan",6,"1933-05-23","5","23","Gemini"
"Collins","Judy",10,"1939-05-01","5","1","Taurus"
"Collins","Kerry",8,"1970-12-30","12","30","Capricorn"
"Collins","Phil",5,"1951-01-30","1","30","Aquarius"
"Colon","Bartolo",3,"1973-05-24","5","24","Gemini"
"Colosio","Luis Donaldo",0,"1950-02-10","2","10","Aquarius"
"Coltrane","John",17,"1926-09-23","9","23","Virgo"
"Columbus","Christopher",5,"1451-01-01","1","1","Capricorn"
"Combs","Sean",23,"1969-11-04","11","4","Scorpio"
"Comden","Betty",7,"1917-05-03","5","3","Taurus"
"Comey","James B",3,"1960-12-14","12","14","Sagittarius"
"Condit","Philip M",0,"1941-08-02","8","2","Leo"
"Cone","David",4,"1963-01-02","1","2","Capricorn"
"Confessore","Nicholas",2,"NA","NA","NA","NA"
"Conlon","James",11,"1950-03-18","3","18","Pisces"
"Connelly","Michael",20,"1956-07-21","7","21","Cancer"
"Conner","Dennis",1,"1942-09-16","9","16","Virgo"
"Connerly","Ward",4,"1939-06-15","6","15","Gemini"
"Connery","Sean",4,"1930-08-25","8","25","Virgo"
"Connors","Jimmy",16,"1952-09-02","9","2","Virgo"
"Conrad","Kent",14,"1948-03-12","3","12","Pisces"
"Conroy","Frank",3,"1936-01-15","1","15","Capricorn"
"Conroy","Pat",6,"1945-10-26","10","26","Scorpio"
"Constant","Emmanuel",5,"1956-10-27","10","27","Scorpio"
"Contreras","Jose",7,"1971-12-06","12","6","Sagittarius"
